scenario,day,campus_from,campus_to,conflict_count
central_plus_both_shift60,Wednesday,King's Buildings,Central,1976
central_plus_both_shift60,Wednesday,Central,King's Buildings,1822
central_plus_both_shift60,Tuesday,Central,New College,1455
central_plus_both_shift60,Monday,Central,New College,1454
central_plus_both_shift60,Thursday,Central,Lauriston,1328
central_plus_both_shift60,Thursday,Lauriston,Central,1311
central_plus_both_shift60,Monday,New College,Central,1292
central_plus_both_shift60,Tuesday,New College,Central,1251
central_plus_both_shift60,Tuesday,Central,Lauriston,1112
central_plus_both_shift60,Tuesday,Lauriston,Central,1103
central_plus_both_shift60,Friday,Central,New College,1016
central_plus_both_shift60,Friday,New College,Central,1007
central_plus_both_shift60,Wednesday,Lauriston,Central,907
central_plus_both_shift60,Monday,Lauriston,Central,719
central_plus_both_shift60,Wednesday,Central,Lauriston,701
central_plus_both_shift60,Monday,Central,Lauriston,652
central_plus_both_shift60,Friday,Lauriston,Central,470
central_plus_both_shift60,Friday,Central,Lauriston,415
central_plus_both_shift60,Wednesday,New College,Central,360
central_plus_both_shift60,Wednesday,Central,New College,300
central_plus_both_shift60,Monday,New College,King's Buildings,189
central_plus_both_shift60,Thursday,Central,Holyrood,177
central_plus_both_shift60,Thursday,King's Buildings,New College,136
central_plus_both_shift60,Tuesday,New College,King's Buildings,126
central_plus_both_shift60,Thursday,New College,King's Buildings,115
central_plus_both_shift60,Monday,King's Buildings,New College,94
central_plus_both_shift60,Thursday,Holyrood,Central,93
central_plus_both_shift60,Thursday,New College,Lauriston,83
central_plus_both_shift60,Tuesday,Lauriston,New College,83
central_plus_both_shift60,Thursday,King's Buildings,Lauriston,69
central_plus_both_shift60,Thursday,Lauriston,New College,68
central_plus_both_shift60,Tuesday,New College,Lauriston,66
central_plus_both_shift60,Tuesday,King's Buildings,New College,58
central_plus_both_shift60,Friday,New College,King's Buildings,53
central_plus_both_shift60,Monday,Central,Bioquarter,53
central_plus_both_shift60,Tuesday,Lauriston,King's Buildings,53
central_plus_both_shift60,Thursday,Lauriston,King's Buildings,52
central_plus_both_shift60,Tuesday,Central,Bioquarter,50
central_plus_both_shift60,Monday,Holyrood,Central,48
central_plus_both_shift60,Tuesday,Central,Holyrood,46
central_plus_both_shift60,Tuesday,Holyrood,Central,46
central_plus_both_shift60,Monday,New College,Lauriston,45
central_plus_both_shift60,Friday,Bioquarter,Central,44
central_plus_both_shift60,Friday,King's Buildings,New College,44
central_plus_both_shift60,Monday,Bioquarter,Central,44
central_plus_both_shift60,Wednesday,New College,King's Buildings,43
central_plus_both_shift60,Tuesday,King's Buildings,Lauriston,41
central_plus_both_shift60,Tuesday,Bioquarter,Central,38
central_plus_both_shift60,Thursday,Bioquarter,Central,37
central_plus_both_shift60,Friday,New College,Lauriston,35
central_plus_both_shift60,Wednesday,King's Buildings,Lauriston,35
central_plus_both_shift60,Wednesday,Central,Holyrood,32
central_plus_both_shift60,Wednesday,Holyrood,Central,32
central_plus_both_shift60,Wednesday,King's Buildings,New College,31
central_plus_both_shift60,Thursday,Bioquarter,King's Buildings,30
central_plus_both_shift60,Thursday,Central,Bioquarter,30
central_plus_both_shift60,Monday,Lauriston,New College,26
central_plus_both_shift60,Wednesday,Central,Bioquarter,26
central_plus_both_shift60,Friday,Central,Bioquarter,24
central_plus_both_shift60,Monday,Lauriston,King's Buildings,24
central_plus_both_shift60,Wednesday,Lauriston,King's Buildings,20
central_plus_both_shift60,Wednesday,New College,Lauriston,20
central_plus_both_shift60,Monday,Central,Holyrood,18
central_plus_both_shift60,Thursday,Lauriston,Holyrood,17
central_plus_both_shift60,Friday,Holyrood,Central,16
central_plus_both_shift60,Monday,King's Buildings,Lauriston,15
central_plus_both_shift60,Friday,King's Buildings,Lauriston,13
central_plus_both_shift60,Friday,Lauriston,King's Buildings,13
central_plus_both_shift60,Thursday,King's Buildings,Bioquarter,13
central_plus_both_shift60,Tuesday,Lauriston,Holyrood,12
central_plus_both_shift60,Wednesday,Bioquarter,Central,12
central_plus_both_shift60,Friday,Lauriston,New College,10
central_plus_both_shift60,Wednesday,Lauriston,New College,10
central_plus_both_shift60,Friday,Bioquarter,New College,9
central_plus_both_shift60,Thursday,Bioquarter,New College,9
central_plus_both_shift60,Wednesday,Lauriston,Holyrood,8
central_plus_both_shift60,Friday,Central,Holyrood,7
central_plus_both_shift60,Friday,King's Buildings,Holyrood,6
central_plus_both_shift60,Tuesday,New College,Holyrood,6
central_plus_both_shift60,Monday,Holyrood,Lauriston,5
central_plus_both_shift60,Tuesday,Bioquarter,King's Buildings,5
central_plus_both_shift60,Wednesday,King's Buildings,Bioquarter,5
central_plus_both_shift60,Friday,Lauriston,Holyrood,2
central_plus_both_shift60,Thursday,Holyrood,Lauriston,2
central_plus_both_shift60,Tuesday,Holyrood,King's Buildings,2
central_plus_both_shift60,Tuesday,King's Buildings,Bioquarter,2
central_plus_both_shift60,Tuesday,King's Buildings,Holyrood,2
central_plus_both_shift60,Wednesday,New College,Bioquarter,2
central_plus_both_shift60,Friday,Holyrood,King's Buildings,1
central_plus_both_shift60,Friday,New College,Bioquarter,1
central_plus_both_shift60,Monday,King's Buildings,Bioquarter,1
central_plus_both_shift60,Monday,King's Buildings,Holyrood,1
central_plus_both_shift60,Thursday,Bioquarter,Western General,1
central_plus_both_shift60,Thursday,Holyrood,New College,1
central_plus_both_shift60_crossday,Monday,King's Buildings,Central,2783
central_plus_both_shift60_crossday,Tuesday,King's Buildings,Central,2772
central_plus_both_shift60_crossday,Thursday,King's Buildings,Central,2759
central_plus_both_shift60_crossday,Monday,Central,King's Buildings,2579
central_plus_both_shift60_crossday,Friday,King's Buildings,Central,2552
central_plus_both_shift60_crossday,Tuesday,Central,King's Buildings,2478
central_plus_both_shift60_crossday,Thursday,Central,King's Buildings,2408
central_plus_both_shift60_crossday,Friday,Central,King's Buildings,2403
central_plus_both_shift60_crossday,Thursday,New College,Central,2262
central_plus_both_shift60_crossday,Thursday,Central,New College,2023
central_plus_both_shift60_crossday,Wednesday,King's Buildings,Central,1976
central_plus_both_shift60_crossday,Wednesday,Central,King's Buildings,1822
central_plus_both_shift60_crossday,Monday,Central,New College,1472
central_plus_both_shift60_crossday,Tuesday,Central,New College,1455
central_plus_both_shift60_crossday,Monday,New College,Central,1337
central_plus_both_shift60_crossday,Thursday,Central,Lauriston,1336
central_plus_both_shift60_crossday,Thursday,Lauriston,Central,1318
central_plus_both_shift60_crossday,Tuesday,New College,Central,1265
central_plus_both_shift60_crossday,Tuesday,Lauriston,Central,1148
central_plus_both_shift60_crossday,Tuesday,Central,Lauriston,1112
central_plus_both_shift60_crossday,Friday,Central,New College,1013
central_plus_both_shift60_crossday,Friday,New College,Central,998
central_plus_both_shift60_crossday,Wednesday,Lauriston,Central,948
central_plus_both_shift60_crossday,Wednesday,Central,Lauriston,736
central_plus_both_shift60_crossday,Monday,Lauriston,Central,633
central_plus_both_shift60_crossday,Monday,Central,Lauriston,579
central_plus_both_shift60_crossday,Friday,Lauriston,Central,496
central_plus_both_shift60_crossday,Friday,Central,Lauriston,434
central_plus_both_shift60_crossday,Wednesday,New College,Central,388
central_plus_both_shift60_crossday,Wednesday,Central,New College,327
central_plus_both_shift60_crossday,Monday,New College,King's Buildings,189
central_plus_both_shift60_crossday,Thursday,Central,Holyrood,173
central_plus_both_shift60_crossday,Thursday,King's Buildings,New College,136
central_plus_both_shift60_crossday,Tuesday,New College,King's Buildings,126
central_plus_both_shift60_crossday,Thursday,New College,King's Buildings,115
central_plus_both_shift60_crossday,Monday,King's Buildings,New College,94
central_plus_both_shift60_crossday,Thursday,Holyrood,Central,93
central_plus_both_shift60_crossday,Thursday,New College,Lauriston,83
central_plus_both_shift60_crossday,Tuesday,Lauriston,New College,83
central_plus_both_shift60_crossday,Thursday,Lauriston,New College,71
central_plus_both_shift60_crossday,Thursday,King's Buildings,Lauriston,69
central_plus_both_shift60_crossday,Tuesday,New College,Lauriston,66
central_plus_both_shift60_crossday,Tuesday,King's Buildings,New College,58
central_plus_both_shift60_crossday,Tuesday,Central,Holyrood,55
central_plus_both_shift60_crossday,Friday,New College,King's Buildings,53
central_plus_both_shift60_crossday,Monday,Central,Bioquarter,53
central_plus_both_shift60_crossday,Monday,Holyrood,Central,53
central_plus_both_shift60_crossday,Tuesday,Lauriston,King's Buildings,53
central_plus_both_shift60_crossday,Thursday,Lauriston,King's Buildings,52
central_plus_both_shift60_crossday,Tuesday,Central,Bioquarter,50
central_plus_both_shift60_crossday,Tuesday,Holyrood,Central,46
central_plus_both_shift60_crossday,Friday,Bioquarter,Central,45
central_plus_both_shift60_crossday,Friday,King's Buildings,New College,44
central_plus_both_shift60_crossday,Monday,Bioquarter,Central,44
central_plus_both_shift60_crossday,Wednesday,Central,Holyrood,43
central_plus_both_shift60_crossday,Wednesday,New College,King's Buildings,43
central_plus_both_shift60_crossday,Tuesday,King's Buildings,Lauriston,41
central_plus_both_shift60_crossday,Tuesday,Bioquarter,Central,38
central_plus_both_shift60_crossday,Thursday,Bioquarter,Central,37
central_plus_both_shift60_crossday,Friday,New College,Lauriston,35
central_plus_both_shift60_crossday,Wednesday,King's Buildings,Lauriston,35
central_plus_both_shift60_crossday,Monday,New College,Lauriston,33
central_plus_both_shift60_crossday,Wednesday,Holyrood,Central,32
central_plus_both_shift60_crossday,Wednesday,King's Buildings,New College,31
central_plus_both_shift60_crossday,Thursday,Bioquarter,King's Buildings,30
central_plus_both_shift60_crossday,Thursday,Central,Bioquarter,30
central_plus_both_shift60_crossday,Wednesday,Central,Bioquarter,28
central_plus_both_shift60_crossday,Monday,Lauriston,New College,26
central_plus_both_shift60_crossday,Friday,Central,Bioquarter,25
central_plus_both_shift60_crossday,Monday,Lauriston,King's Buildings,24
central_plus_both_shift60_crossday,Friday,Holyrood,Central,23
central_plus_both_shift60_crossday,Thursday,Lauriston,Holyrood,21
central_plus_both_shift60_crossday,Wednesday,Lauriston,King's Buildings,20
central_plus_both_shift60_crossday,Wednesday,New College,Lauriston,20
central_plus_both_shift60_crossday,Monday,Central,Holyrood,18
central_plus_both_shift60_crossday,Monday,King's Buildings,Lauriston,15
central_plus_both_shift60_crossday,Friday,King's Buildings,Lauriston,13
central_plus_both_shift60_crossday,Friday,Lauriston,King's Buildings,13
central_plus_both_shift60_crossday,Thursday,King's Buildings,Bioquarter,13
central_plus_both_shift60_crossday,Wednesday,Bioquarter,Central,13
central_plus_both_shift60_crossday,Tuesday,Lauriston,Holyrood,12
central_plus_both_shift60_crossday,Friday,Lauriston,New College,10
central_plus_both_shift60_crossday,Wednesday,Lauriston,New College,10
central_plus_both_shift60_crossday,Friday,Bioquarter,New College,9
central_plus_both_shift60_crossday,Thursday,Bioquarter,New College,9
central_plus_both_shift60_crossday,Wednesday,Lauriston,Holyrood,8
central_plus_both_shift60_crossday,Friday,Central,Holyrood,7
central_plus_both_shift60_crossday,Friday,King's Buildings,Holyrood,6
central_plus_both_shift60_crossday,Tuesday,Bioquarter,King's Buildings,5
central_plus_both_shift60_crossday,Wednesday,King's Buildings,Bioquarter,5
central_plus_both_shift60_crossday,Tuesday,New College,Holyrood,3
central_plus_both_shift60_crossday,Friday,Lauriston,Holyrood,2
central_plus_both_shift60_crossday,Thursday,Holyrood,Lauriston,2
central_plus_both_shift60_crossday,Tuesday,Holyrood,King's Buildings,2
central_plus_both_shift60_crossday,Tuesday,King's Buildings,Bioquarter,2
central_plus_both_shift60_crossday,Tuesday,King's Buildings,Holyrood,2
central_plus_both_shift60_crossday,Friday,Holyrood,King's Buildings,1
central_plus_both_shift60_crossday,Friday,New College,Bioquarter,1
central_plus_both_shift60_crossday,Monday,King's Buildings,Bioquarter,1
central_plus_both_shift60_crossday,Monday,King's Buildings,Holyrood,1
central_plus_both_shift60_crossday,Thursday,Bioquarter,Western General,1
central_plus_both_shift60_crossday,Thursday,Holyrood,New College,1
central_plus_both_shift60_crossday,Wednesday,New College,Bioquarter,1
central_plus_lauriston,Monday,King's Buildings,Central,2783
central_plus_lauriston,Thursday,King's Buildings,Central,2757
central_plus_lauriston,Tuesday,King's Buildings,Central,2756
central_plus_lauriston,Monday,Central,King's Buildings,2590
central_plus_lauriston,Friday,King's Buildings,Central,2552
central_plus_lauriston,Tuesday,Central,King's Buildings,2466
central_plus_lauriston,Thursday,Central,King's Buildings,2407
central_plus_lauriston,Friday,Central,King's Buildings,2403
central_plus_lauriston,Thursday,New College,Central,2188
central_plus_lauriston,Wednesday,King's Buildings,Central,1978
central_plus_lauriston,Thursday,Central,New College,1946
central_plus_lauriston,Wednesday,Central,King's Buildings,1832
central_plus_lauriston,Monday,Central,New College,1358
central_plus_lauriston,Tuesday,Central,New College,1348
central_plus_lauriston,Thursday,Central,Lauriston,1342
central_plus_lauriston,Thursday,Lauriston,Central,1296
central_plus_lauriston,Monday,New College,Central,1214
central_plus_lauriston,Tuesday,New College,Central,1175
central_plus_lauriston,Tuesday,Central,Lauriston,1084
central_plus_lauriston,Tuesday,Lauriston,Central,1067
central_plus_lauriston,Friday,Central,New College,1004
central_plus_lauriston,Friday,New College,Central,955
central_plus_lauriston,Wednesday,Lauriston,Central,877
central_plus_lauriston,Wednesday,Central,Lauriston,689
central_plus_lauriston,Monday,Lauriston,Central,663
central_plus_lauriston,Monday,Central,Lauriston,638
central_plus_lauriston,Friday,Lauriston,Central,470
central_plus_lauriston,Friday,Central,Lauriston,413
central_plus_lauriston,Wednesday,New College,Central,309
central_plus_lauriston,Wednesday,Central,New College,230
central_plus_lauriston,Monday,New College,King's Buildings,178
central_plus_lauriston,Thursday,King's Buildings,New College,135
central_plus_lauriston,Tuesday,New College,King's Buildings,126
central_plus_lauriston,Thursday,Central,Holyrood,123
central_plus_lauriston,Thursday,New College,King's Buildings,113
central_plus_lauriston,Monday,King's Buildings,New College,94
central_plus_lauriston,Thursday,Holyrood,Central,93
central_plus_lauriston,Thursday,New College,Lauriston,83
central_plus_lauriston,Tuesday,Lauriston,New College,83
central_plus_lauriston,Thursday,King's Buildings,Lauriston,69
central_plus_lauriston,Thursday,Lauriston,New College,64
central_plus_lauriston,Tuesday,New College,Lauriston,64
central_plus_lauriston,Tuesday,King's Buildings,New College,57
central_plus_lauriston,Thursday,Lauriston,King's Buildings,54
central_plus_lauriston,Friday,New College,King's Buildings,53
central_plus_lauriston,Monday,Central,Bioquarter,53
central_plus_lauriston,Monday,Holyrood,Central,53
central_plus_lauriston,Tuesday,Lauriston,King's Buildings,53
central_plus_lauriston,Tuesday,Central,Bioquarter,50
central_plus_lauriston,Tuesday,Central,Holyrood,49
central_plus_lauriston,Friday,Bioquarter,Central,44
central_plus_lauriston,Friday,King's Buildings,New College,44
central_plus_lauriston,Monday,Bioquarter,Central,44
central_plus_lauriston,Tuesday,Holyrood,Central,41
central_plus_lauriston,Tuesday,King's Buildings,Lauriston,41
central_plus_lauriston,Tuesday,Bioquarter,Central,38
central_plus_lauriston,Thursday,Bioquarter,Central,37
central_plus_lauriston,Friday,New College,Lauriston,35
central_plus_lauriston,Wednesday,King's Buildings,Lauriston,35
central_plus_lauriston,Monday,New College,Lauriston,33
central_plus_lauriston,Wednesday,New College,King's Buildings,33
central_plus_lauriston,Thursday,Bioquarter,King's Buildings,30
central_plus_lauriston,Thursday,Central,Bioquarter,30
central_plus_lauriston,Wednesday,King's Buildings,New College,29
central_plus_lauriston,Wednesday,Holyrood,Central,28
central_plus_lauriston,Monday,Lauriston,New College,26
central_plus_lauriston,Wednesday,Central,Bioquarter,26
central_plus_lauriston,Friday,Central,Bioquarter,24
central_plus_lauriston,Monday,Lauriston,King's Buildings,24
central_plus_lauriston,Wednesday,Central,Holyrood,20
central_plus_lauriston,Wednesday,Lauriston,King's Buildings,20
central_plus_lauriston,Monday,Central,Holyrood,18
central_plus_lauriston,Thursday,Lauriston,Holyrood,17
central_plus_lauriston,Friday,Holyrood,Central,16
central_plus_lauriston,Monday,King's Buildings,Lauriston,15
central_plus_lauriston,Friday,King's Buildings,Lauriston,13
central_plus_lauriston,Friday,Lauriston,King's Buildings,13
central_plus_lauriston,Thursday,King's Buildings,Bioquarter,13
central_plus_lauriston,Wednesday,Bioquarter,Central,12
central_plus_lauriston,Friday,Lauriston,New College,10
central_plus_lauriston,Wednesday,Lauriston,New College,10
central_plus_lauriston,Wednesday,New College,Lauriston,10
central_plus_lauriston,Friday,Bioquarter,New College,9
central_plus_lauriston,Thursday,Bioquarter,New College,9
central_plus_lauriston,Friday,Central,Holyrood,7
central_plus_lauriston,Friday,King's Buildings,Holyrood,6
central_plus_lauriston,Tuesday,Bioquarter,King's Buildings,5
central_plus_lauriston,Wednesday,King's Buildings,Bioquarter,5
central_plus_lauriston,Wednesday,Lauriston,Holyrood,3
central_plus_lauriston,Friday,Lauriston,Holyrood,2
central_plus_lauriston,Thursday,Holyrood,Lauriston,2
central_plus_lauriston,Tuesday,Holyrood,King's Buildings,2
central_plus_lauriston,Tuesday,King's Buildings,Bioquarter,2
central_plus_lauriston,Tuesday,King's Buildings,Holyrood,2
central_plus_lauriston,Wednesday,New College,Bioquarter,2
central_plus_lauriston,Friday,Holyrood,King's Buildings,1
central_plus_lauriston,Friday,New College,Bioquarter,1
central_plus_lauriston,Monday,King's Buildings,Bioquarter,1
central_plus_lauriston,Monday,King's Buildings,Holyrood,1
central_plus_lauriston,Thursday,Bioquarter,Western General,1
central_plus_lauriston,Tuesday,Holyrood,Lauriston,1
central_plus_new_college,Monday,King's Buildings,Central,2783
central_plus_new_college,Tuesday,King's Buildings,Central,2762
central_plus_new_college,Thursday,King's Buildings,Central,2757
central_plus_new_college,Monday,Central,King's Buildings,2579
central_plus_new_college,Friday,King's Buildings,Central,2552
central_plus_new_college,Tuesday,Central,King's Buildings,2471
central_plus_new_college,Thursday,Central,King's Buildings,2407
central_plus_new_college,Friday,Central,King's Buildings,2403
central_plus_new_college,Thursday,New College,Central,2240
central_plus_new_college,Thursday,Central,New College,2017
central_plus_new_college,Wednesday,King's Buildings,Central,1976
central_plus_new_college,Wednesday,Central,King's Buildings,1822
central_plus_new_college,Monday,Central,New College,1438
central_plus_new_college,Tuesday,Central,New College,1419
central_plus_new_college,Monday,New College,Central,1300
central_plus_new_college,Thursday,Central,Lauriston,1292
central_plus_new_college,Thursday,Lauriston,Central,1243
central_plus_new_college,Tuesday,New College,Central,1222
central_plus_new_college,Tuesday,Central,Lauriston,1017
central_plus_new_college,Friday,Central,New College,1016
central_plus_new_college,Friday,New College,Central,1007
central_plus_new_college,Tuesday,Lauriston,Central,1001
central_plus_new_college,Wednesday,Lauriston,Central,863
central_plus_new_college,Wednesday,Central,Lauriston,680
central_plus_new_college,Monday,Lauriston,Central,517
central_plus_new_college,Friday,Lauriston,Central,468
central_plus_new_college,Monday,Central,Lauriston,443
central_plus_new_college,Friday,Central,Lauriston,394
central_plus_new_college,Wednesday,New College,Central,345
central_plus_new_college,Wednesday,Central,New College,275
central_plus_new_college,Monday,New College,King's Buildings,189
central_plus_new_college,Thursday,Central,Holyrood,140
central_plus_new_college,Thursday,King's Buildings,New College,136
central_plus_new_college,Tuesday,New College,King's Buildings,126
central_plus_new_college,Thursday,New College,King's Buildings,117
central_plus_new_college,Monday,King's Buildings,New College,94
central_plus_new_college,Thursday,Holyrood,Central,94
central_plus_new_college,Thursday,New College,Lauriston,83
central_plus_new_college,Tuesday,Lauriston,New College,83
central_plus_new_college,Thursday,King's Buildings,Lauriston,68
central_plus_new_college,Thursday,Lauriston,New College,64
central_plus_new_college,Tuesday,New College,Lauriston,64
central_plus_new_college,Tuesday,King's Buildings,New College,58
central_plus_new_college,Friday,New College,King's Buildings,53
central_plus_new_college,Monday,Central,Bioquarter,53
central_plus_new_college,Monday,Holyrood,Central,53
central_plus_new_college,Thursday,Lauriston,King's Buildings,50
central_plus_new_college,Tuesday,Central,Bioquarter,50
central_plus_new_college,Tuesday,Lauriston,King's Buildings,48
central_plus_new_college,Friday,Bioquarter,Central,44
central_plus_new_college,Friday,King's Buildings,New College,44
central_plus_new_college,Monday,Bioquarter,Central,44
central_plus_new_college,Tuesday,Central,Holyrood,43
central_plus_new_college,Wednesday,New College,King's Buildings,43
central_plus_new_college,Tuesday,Holyrood,Central,41
central_plus_new_college,Tuesday,Bioquarter,Central,38
central_plus_new_college,Thursday,Bioquarter,Central,37
central_plus_new_college,Friday,New College,Lauriston,35
central_plus_new_college,Wednesday,King's Buildings,Lauriston,35
central_plus_new_college,Tuesday,King's Buildings,Lauriston,34
central_plus_new_college,Monday,New College,Lauriston,33
central_plus_new_college,Wednesday,King's Buildings,New College,31
central_plus_new_college,Thursday,Bioquarter,King's Buildings,30
central_plus_new_college,Thursday,Central,Bioquarter,30
central_plus_new_college,Wednesday,Holyrood,Central,28
central_plus_new_college,Monday,Lauriston,New College,26
central_plus_new_college,Wednesday,Central,Bioquarter,26
central_plus_new_college,Friday,Central,Bioquarter,24
central_plus_new_college,Monday,Lauriston,King's Buildings,24
central_plus_new_college,Wednesday,Lauriston,King's Buildings,20
central_plus_new_college,Monday,Central,Holyrood,18
central_plus_new_college,Wednesday,Central,Holyrood,17
central_plus_new_college,Friday,Holyrood,Central,16
central_plus_new_college,Monday,King's Buildings,Lauriston,15
central_plus_new_college,Friday,King's Buildings,Lauriston,13
central_plus_new_college,Friday,Lauriston,King's Buildings,13
central_plus_new_college,Thursday,King's Buildings,Bioquarter,13
central_plus_new_college,Wednesday,Bioquarter,Central,12
central_plus_new_college,Friday,Lauriston,New College,10
central_plus_new_college,Wednesday,Lauriston,New College,10
central_plus_new_college,Wednesday,New College,Lauriston,10
central_plus_new_college,Friday,Bioquarter,New College,9
central_plus_new_college,Friday,Central,Holyrood,9
central_plus_new_college,Thursday,Bioquarter,New College,9
central_plus_new_college,Friday,King's Buildings,Holyrood,6
central_plus_new_college,Tuesday,New College,Holyrood,6
central_plus_new_college,Wednesday,New College,Holyrood,6
central_plus_new_college,Tuesday,Bioquarter,King's Buildings,5
central_plus_new_college,Wednesday,King's Buildings,Bioquarter,5
central_plus_new_college,Tuesday,Holyrood,King's Buildings,2
central_plus_new_college,Tuesday,King's Buildings,Bioquarter,2
central_plus_new_college,Tuesday,King's Buildings,Holyrood,2
central_plus_new_college,Wednesday,New College,Bioquarter,2
central_plus_new_college,Friday,Holyrood,King's Buildings,1
central_plus_new_college,Friday,New College,Bioquarter,1
central_plus_new_college,Monday,King's Buildings,Bioquarter,1
central_plus_new_college,Monday,King's Buildings,Holyrood,1
central_plus_new_college,Thursday,Bioquarter,Western General,1
central_plus_new_college,Thursday,Holyrood,Lauriston,1
central_plus_new_college,Thursday,Holyrood,New College,1
central_plus_new_college,Tuesday,Holyrood,New College,1
